<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> A.C._Lumezzane | manager | Michele_Marcolini
<RUS> A.C._Lumezzane | manager | Michele_Marcolini
<RUS> A.C._Lumezzane | manager | Michele_Marcolini
<RUS> A.C._Lumezzane | manager | Michele_Marcolini
<RUS> A.C._Lumezzane | numberOfMembers | 4150
<RUS> A.D._Isidro_Metapán | ground | "Metapán, El Salvador"
<RUS> A.D._Isidro_Metapán | ground | "Metapán, El Salvador"
<RUS> A.D._Isidro_Metapán | ground | Estadio_Jorge_Calero_Suárez
<RUS> A.D._Isidro_Metapán | ground | Estadio_Jorge_Calero_Suárez
<RUS> A.D._Isidro_Metapán | ground | Metapán
<RUS> A.D._Isidro_Metapán | league | Salvadoran_Primera_División
<RUS> A.D._Isidro_Metapán | manager | Jorge_Humberto_Rodríguez
<RUS> A.D._Isidro_Metapán | manager | Jorge_Humberto_Rodríguez
<RUS> A.D._Isidro_Metapán | manager | Jorge_Humberto_Rodríguez
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | numberOfMembers | 1500
<RUS> A.E_Dimitra_Efxeinoupolis | numberOfMembers | 1500
<RUS> A.F.C._Blackpool | ground | "Jepson Way,"
<RUS> A.F.C._Blackpool | ground | "The Mechanics,"
<RUS> A.F.C._Blackpool | ground | Blackpool
<RUS> A.F.C._Blackpool | ground | Blackpool
<RUS> A.F.C._Blackpool | ground | Blackpool
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Fylde | ground | "Kellamergh Park"
<RUS> A.F.C._Fylde | ground | "Warton, Fylde, Lancashire"
<RUS> A.F.C._Fylde | ground | Warton,_Fylde
<RUS> A.F.C._Fylde | manager | Dave_Challinor
<RUS> A.F.C._Fylde | manager | Dave_Challinor
<RUS> A.F.C._Fylde | manager | Dave_Challinor
<RUS> A.F.C._Fylde | manager | Dave_Challinor
<RUS> A.S._Gubbio_1910 | fullname | "Associazione Sportiva Gubbio 1910 Srl"
<RUS> A.S._Gubbio_1910 | ground | Gubbio
<RUS> A.S._Gubbio_1910 | ground | Italy
<RUS> A.S._Gubbio_1910 | ground | Italy
<RUS> A.S._Gubbio_1910 | ground | Stadio_Pietro_Barbetti
<RUS> A.S._Gubbio_1910 | league | Serie_D
<RUS> A.S._Gubbio_1910 | season | 2014
<RUS> A.S._Gubbio_1910 | season | 2014–15_Lega_Pro
<RUS> A.S._Livorno_Calcio | ground | "Livorno, Italy"
<RUS> A.S._Livorno_Calcio | ground | "Livorno, Italy"
<RUS> A.S._Livorno_Calcio | ground | Livorno
<RUS> A.S._Livorno_Calcio | ground | Stadio_Armando_Picchi
<RUS> A.S._Livorno_Calcio | ground | Stadio_Armando_Picchi
<RUS> A.S._Livorno_Calcio | manager | Christian_Panucci
<RUS> A.S._Livorno_Calcio | manager | Christian_Panucci
<RUS> A.S._Livorno_Calcio | manager | Christian_Panucci
<RUS> A.S._Roma | chairman | James_Pallotta
<RUS> A.S._Roma | ground | "Rome, Italy"
<RUS> A.S._Roma | ground | Stadio_Olimpico
<RUS> A.S._Roma | ground | Stadio_Olimpico
<RUS> A.S._Roma | league | Serie_A
<RUS> A.S._Roma | manager | Luciano_Spalletti
<RUS> A.S._Roma | numberOfMembers | 70634
<RUS> ACF_Fiorentina | manager | Paulo_Sousa
<RUS> ACF_Fiorentina | manager | Paulo_Sousa
<RUS> ACF_Fiorentina | numberOfMembers | 47290
<RUS> ACF_Fiorentina | numberOfMembers | 47290
<RUS> AEK_Athens_F.C. | ground | Athens
<RUS> AEK_Athens_F.C. | ground | Greece
<RUS> AEK_Athens_F.C. | league | Superleague_Greece
<RUS> AEK_Athens_F.C. | league | Superleague_Greece
<RUS> AEK_Athens_F.C. | manager | Gus_Poyet
<RUS> AEK_Athens_F.C. | manager | Gus_Poyet
<RUS> AEK_Athens_F.C. | numberOfMembers | 69618
<RUS> AFC_Ajax | manager | Frank_de_Boer
<RUS> AFC_Ajax | manager | Frank_de_Boer
<RUS> AFC_Ajax | manager | Frank_de_Boer
<RUS> AFC_Ajax | numberOfMembers | 53502
<RUS> AFC_Ajax | season | 2014
<RUS> AFC_Ajax_(amateurs) | ground | Amsterdam
<RUS> AFC_Ajax_(amateurs) | ground | Amsterdam
<RUS> AFC_Ajax_(amateurs) | ground | Sportpark_De_Toekomst
<RUS> AFC_Ajax_(amateurs) | ground | Sportpark_De_Toekomst
<RUS> AFC_Ajax_(amateurs) | ground | Sportpark_De_Toekomst
<RUS> AFC_Ajax_(amateurs) | league | Hoofdklasse
<RUS> AFC_Ajax_(amateurs) | numberOfMembers | 5000
<RUS> AFC_Ajax_(amateurs) | season | 2014
<RUS> AFC_Ajax_(amateurs) | season | 2014–15_Topklasse
<RUS> AZAL_Arena | location | Baku
<RUS> AZAL_PFK | ground | AZAL_Arena
<RUS> AZAL_PFK | league | Azerbaijan_Premier_League
<RUS> AZAL_PFK | league | Azerbaijan_Premier_League
<RUS> AZAL_PFK | numberOfMembers | 3500
<RUS> AZAL_PFK | season | 2014–15_Azerbaijan_Premier_League
<RUS> AZ_Alkmaar | ground | AFAS_Stadion
<RUS> AZ_Alkmaar | manager | John_van_den_Brom
<RUS> AZ_Alkmaar | manager | John_van_den_Brom
<RUS> AZ_Alkmaar | manager | John_van_den_Brom
<RUS> AZ_Alkmaar | manager | John_van_den_Brom
<RUS> AZ_Alkmaar | manager | John_van_den_Brom
<RUS> AZ_Alkmaar | numberOfMembers | 17023
<RUS> AZ_Alkmaar | owner | Max_Huiberts
<RUS> AZ_Alkmaar | season | 2014
<RUS> Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca
<RUS> Agremiação_Sportiva_Arapiraquense | ground | Estádio_Municipal_Coaracy_da_Mata_Fonseca
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Agremiação_Sportiva_Arapiraquense | nickname | "''Alvinegro"
<RUS> Agremiação_Sportiva_Arapiraquense | nickname | "Asa Gigante ''"
<RUS> Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000
<RUS> Agremiação_Sportiva_Arapiraquense | season | 2015
<RUS> Agremiação_Sportiva_Arapiraquense | season | 2015_Campeonato_Brasileiro_Série_C
<RUS> Akron_Summit_Assault | chairman | Dave_Laughlin
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | league | Premier_Development_League
<RUS> Akron_Summit_Assault | manager | Denzil_Antonio
<RUS> Akron_Summit_Assault | manager | Denzil_Antonio
<RUS> Akron_Summit_Assault | numberOfMembers | 3000
<RUS> Italy | capital | Rome
<RUS> Italy | demonym | Italians
<RUS> Italy | leader | Sergio_Mattarella
<RUS> Italy | officialLanguage | Italian_language
<RUS> Luciano_Spalletti | club | Udinese_Calcio
<RUS> Massimo_Drago | club | U.S._Castrovillari_Calcio
<RUS> Massimo_Drago | club | Vigor_Lamezia
<RUS> National_League_North | champions | Barrow_A.F.C.
<RUS> Olympic_Stadium_(Athens) | location | Athens
<RUS> Olympic_Stadium_(Athens) | location | Marousi
<RUS> Peter_Stöger | club | FC_Admira_Wacker_Mödling
<RUS> Peter_Stöger | club | SK_Rapid_Wien
<RUS> Peter_Stöger | club | SK_Vorwärts_Steyr
<RUS> Serie_A | champions | Juventus_F.C.
<RUS> Serie_A | champions | Juventus_F.C.
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> AEK_Athens_F.C. | league | Superleague_Greece
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> A.C._Lumezzane | manager | Michele_Marcolini
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.S._Gubbio_1910 | league | Serie_D
<RUS> AEK_Athens_F.C. | manager | Gus_Poyet
<RUS> Italy | leader | Pietro_Grasso
<RUS> Italy | officialLanguage | Italian_language
<RUS> A.C._Lumezzane | ground | Italy
<RUS> A.C._Lumezzane | ground | Italy
<RUS> A.C._Lumezzane | manager | Michele_Marcolini
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.E_Dimitra_Efxeinoupolis | location | Greece
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.F.C._Blackpool | manager | Stuart_Parker_(footballer)
<RUS> A.S._Gubbio_1910 | league | Serie_D
<RUS> A.S._Gubbio_1910 | league | Serie_D
<RUS> A.S._Gubbio_1910 | league | Serie_D
<RUS> AFC_Ajax_(amateurs) | ground | Sportpark_De_Toekomst
<RUS> AZAL_PFK | league | Azerbaijan_Premier_League
<RUS> AZAL_PFK | league | Azerbaijan_Premier_League
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Akron_Summit_Assault | ground | St._Vincent–St._Mary_High_School
<RUS> Italy | demonym | Italians
<RUS> Italy | leader | Pietro_Grasso
<RUS> Italy | leader | Pietro_Grasso
<RUS> Italy | leader | Pietro_Grasso
<RUS> Italy | leader | Pietro_Grasso
<RUS> Italy | leader | Pietro_Grasso
<RUS> Italy | leader | Pietro_Grasso
<RUS> Olympic_Stadium_(Athens) | location | Athens
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | precededBy | Annie_Dunne
<RUS> Above_the_Veil | country | Australians
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | leaderName | Elizabeth_II
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> 1634:_The_Bavarian_Crisis | followedBy | Ring_of_Fire_II
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> Into_Battle_(novel) | country | Australians
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> 1634:_The_Bavarian_Crisis | author | Eric_Flint
<RUS> 1634:_The_Bavarian_Crisis | author | Eric_Flint
<RUS> 1634:_The_Bavarian_Crisis | author | Eric_Flint
<RUS> 1634:_The_Bavarian_Crisis | author | Eric_Flint
<RUS> 1634:_The_Bavarian_Crisis | followedBy | Ring_of_Fire_II
<RUS> 1634:_The_Ram_Rebellion | author | Eric_Flint
<RUS> AIDS_(journal) | country | United_Kingdom
<RUS> A_Fortress_of_Grey_Ice | language | English_language
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | country | Ireland
<RUS> A_Long_Long_Way | language | English_language
<RUS> A_Long_Long_Way | language | English_language
<RUS> A_Long_Long_Way | language | English_language
<RUS> A_Long_Long_Way | precededBy | Annie_Dunne
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Loyal_Character_Dancer | language | English_language
<RUS> A_Severed_Wasp | language | English_language
<RUS> A_Wizard_of_Mars | language | English_language
<RUS> A_Wizard_of_Mars | language | English_language
<RUS> Above_the_Veil | followedBy | Into_Battle_(novel)
<RUS> Acta_Palaeontologica_Polonica | ISSN_number | "0567-7920"
<RUS> Acta_Palaeontologica_Polonica | publisher | Polish_Academy_of_Sciences
<RUS> Acta_Palaeontologica_Polonica | publisher | Polish_Academy_of_Sciences
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Administrative_Science_Quarterly | publisher | Cornell_University
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> English_language | spokenIn | Great_Britain
<RUS> John_Cowper_Powys | birthPlace | Shirley,_Derbyshire
<RUS> John_Cowper_Powys | birthPlace | Shirley,_Derbyshire
<RUS> John_Cowper_Powys | birthPlace | Shirley,_Derbyshire
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | language | English_language
<RUS> United_Kingdom | leaderName | David_Cameron
<RUS> United_Kingdom | leaderName | David_Cameron
<RUS> United_Kingdom | leaderName | Elizabeth_II
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | language | English_language
<RUS> United_States | language | English_language
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderName | Barack_Obama
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> United_States | leaderTitle | President_of_the_United_States
<RUS> 1634:_The_Bavarian_Crisis | author | Eric_Flint
<RUS> 1634:_The_Bavarian_Crisis | precededBy | The_Grantville_Gazettes
<RUS> 1634:_The_Ram_Rebellion | followedBy | 1635:_The_Cannon_Law
<RUS> AIP_Advances | EISSN_number | 2158
<RUS> A_Fortress_of_Grey_Ice | mediaType | Hardcover
<RUS> A_Long_Long_Way | ISBN_number | "0-670-03380-4"
<RUS> A_Loyal_Character_Dancer | ISBN_number | "1-56947-301-3"
<RUS> A_Severed_Wasp | author | Madeleine_L'Engle
<RUS> A_Wizard_of_Mars | language | English_language
<RUS> Abhandlungen_aus_dem_Mathematischen_Seminar_der_Universität_Hamburg | LCCN_number | 32024459
<RUS> Above_the_Veil | mediaType | Hardcover
<RUS> Acta_Mathematica_Hungarica | abbreviation | "Acta Math. Hungar."
<RUS> Acta_Mathematica_Hungarica | academicDiscipline | Mathematics
<RUS> Acta_Palaeontologica_Polonica | CODEN_code | "APGPAC"
<RUS> Addiction_(journal) | OCLC_number | 27367194
<RUS> Addiction_(journal) | publisher | Wiley-Blackwell
<RUS> Administrative_Science_Quarterly | LCCN_number | 57059226
<RUS> Aenir | OCLC_number | 45644811
<RUS> Alcatraz_Versus_the_Evil_Librarians | OCLC_number | 78771100
<RUS> Alcatraz_Versus_the_Evil_Librarians | followedBy | Alcatraz_Versus_the_Scrivener's_Bones
<RUS> American_Journal_of_Mathematics | impactFactor | "1.337"
<RUS> Castle_(novel) | followedBy | Aenir
<RUS> Cornell_University | nickname | Cornell_Big_Red
<RUS> HIV | genus | Lentivirus
<RUS> John_Cowper_Powys | notableWork | Wolf_Solent
<RUS> United_Kingdom | leaderName | Elizabeth_II
<RUS> United_States | leaderName | Joe_Biden
<RUS> Wolf_Solent | author | John_Cowper_Powys
<RUS> 1634:_The_Ram_Rebellion | ISBN_number | "1-4165-2060-0"
<RUS> 1634:_The_Ram_Rebellion | author | Eric_Flint
<RUS> 1634:_The_Ram_Rebellion | mediaType | "Print"
<RUS> AIDS_(journal) | country | United_Kingdom
<RUS> A_Glastonbury_Romance | OCLC_number | 76798317
<RUS> A_Glastonbury_Romance | mediaType | Hardcover
<RUS> A_Long_Long_Way | language | English_language
<RUS> A_Wizard_of_Mars | author | Diane_Duane
<RUS> Abhandlungen_aus_dem_Mathematischen_Seminar_der_Universität_Hamburg | ISSN_number | "0025-5858"
<RUS> Above_the_Veil | author | Garth_Nix
<RUS> Above_the_Veil | mediaType | "Print"
<RUS> Acta_Palaeontologica_Polonica | ISSN_number | "0567-7920"
<RUS> Addiction_(journal) | LCCN_number | 93645978
<RUS> Addiction_(journal) | academicDiscipline | Addiction
<RUS> Aenir | language | English_language
<RUS> Alcatraz_Versus_the_Evil_Librarians | country | United_States
<RUS> Alcatraz_Versus_the_Evil_Librarians | language | English_language
<RUS> American_Journal_of_Mathematics | academicDiscipline | Mathematics
<RUS> Castle_(novel) | language | English_language
<RUS> Eric_Flint | birthPlace | Burbank,_California
<RUS> Farrar,_Straus_and_Giroux | parentCompany | Macmillan_Publishers
<RUS> John_Cowper_Powys | notableWork | A_Glastonbury_Romance
<RUS> Soho_Press | country | United_States
<RUS> The_Secret_Scripture | publisher | Faber_and_Faber
<RUS> United_States | ethnicGroup | Asian_Americans
<RUS> United_States | language | English_language
<RUS> Weymouth_Sands | precededBy | A_Glastonbury_Romance
<RUS> 1634:_The_Baltic_War | author | David_Weber
<RUS> 1634:_The_Bavarian_Crisis | ISBN_number | "978-1-4165-4253-7"
<RUS> 1634:_The_Bavarian_Crisis | author | "Virginia DeMarce and Eric Flint"
